Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante #sed,8708741530195690,2020-08-13 14:47 +0000,32.0,2.0,0.0625,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,4.0,0.0,2020-08-13 14:47:00+00:00,2020-08-13 20:17:00+00:00,2020-08-13,20,Thursday,13,19,128,Media,8708741530195690,2020-08-13 14:47:00+00:00,2020-08-13 20:17:00+00:00,2020-08-13,20,Thursday,13,19,128,Media,8708741530195690
quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede #metus,7106942455193750,2020-08-13 14:46 +0000,173.0,2.0,0.011560694,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-13 14:46:00+00:00,2020-08-13 20:16:00+00:00,2020-08-13,20,Thursday,13,16,94,Other,7106942455193750,2020-08-13 14:46:00+00:00,2020-08-13 20:16:00+00:00,2020-08-13,20,Thursday,13,16,94,Other,7106942455193750
amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #porta,1638577980142730,2020-08-13 14:35 +0000,3988.0,173.0,0.04338014,0.0,10,15.0,12.0,1,0,102,0,0,0,0,0,0,743.0,33.0,2020-08-13 14:35:00+00:00,2020-08-13 20:05:00+00:00,2020-08-13,20,Thursday,13,22,144,Media,1638577980142730,2020-08-13 14:35:00+00:00,2020-08-13 20:05:00+00:00,2020-08-13,20,Thursday,13,22,144,Media,1638577980142730
placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan #morbi,7153146405968770,2020-08-13 14:00 +0000,493.0,25.0,0.050709939,0.0,1,5.0,1.0,0,0,1,0,0,0,0,0,0,17.0,17.0,2020-08-13 14:00:00+00:00,2020-08-13 19:30:00+00:00,2020-08-13,19,Thursday,13,18,124,Media,7153146405968770,2020-08-13 14:00:00+00:00,2020-08-13 19:30:00+00:00,2020-08-13,19,Thursday,13,18,124,Media,7153146405968770
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis #suscipit,9932391841647250,2020-08-13 12:54 +0000,58.0,2.0,0.034482759,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,12.0,1.0,2020-08-13 12:54:00+00:00,2020-08-13 18:24:00+00:00,2020-08-13,18,Thursday,13,35,210,Media,9932391841647250,2020-08-13 12:54:00+00:00,2020-08-13 18:24:00+00:00,2020-08-13,18,Thursday,13,35,210,Media,9932391841647250
suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien #nunc,5830928443232200,2020-08-13 12:33 +0000,791.0,12.0,0.01517067,0.0,1,2.0,1.0,0,0,8,0,0,0,0,0,0,0.0,0.0,2020-08-13 12:33:00+00:00,2020-08-13 18:03:00+00:00,2020-08-13,18,Thursday,13,20,128,Other,5830928443232200,2020-08-13 12:33:00+00:00,2020-08-13 18:03:00+00:00,2020-08-13,18,Thursday,13,20,128,Other,5830928443232200
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar #orci,908298171597008,2020-08-13 04:10 +0000,271.0,4.0,0.014760148,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,16.0,1.0,2020-08-13 04:10:00+00:00,2020-08-13 09:40:00+00:00,2020-08-13,9,Thursday,13,25,165,Media,908298171597008,2020-08-13 04:10:00+00:00,2020-08-13 09:40:00+00:00,2020-08-13,9,Thursday,13,25,165,Media,908298171597008
mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti #ultrices,5143601801052260,2020-08-13 04:02 +0000,196.0,7.0,0.035714286,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,9.0,2.0,2020-08-13 04:02:00+00:00,2020-08-13 09:32:00+00:00,2020-08-13,9,Thursday,13,36,212,Media,5143601801052260,2020-08-13 04:02:00+00:00,2020-08-13 09:32:00+00:00,2020-08-13,9,Thursday,13,36,212,Media,5143601801052260
feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea #eu,1694563783883890,2020-08-13 03:58 +0000,117.0,3.0,0.025641026,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,18.0,0.0,2020-08-13 03:58:00+00:00,2020-08-13 09:28:00+00:00,2020-08-13,9,Thursday,13,17,103,Media,1694563783883890,2020-08-13 03:58:00+00:00,2020-08-13 09:28:00+00:00,2020-08-13,9,Thursday,13,17,103,Media,1694563783883890
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #aliquet,9725514869844310,2020-08-13 03:47 +0000,86.0,3.0,0.034883721,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-13 03:47:00+00:00,2020-08-13 09:17:00+00:00,2020-08-13,9,Thursday,13,34,219,Other,9725514869844310,2020-08-13 03:47:00+00:00,2020-08-13 09:17:00+00:00,2020-08-13,9,Thursday,13,34,219,Other,9725514869844310
purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et #non,581132571784028,2020-08-13 02:31 +0000,99.0,3.0,0.03030303,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-13 02:31:00+00:00,2020-08-13 08:01:00+00:00,2020-08-13,8,Thursday,13,27,187,Other,581132571784028,2020-08-13 02:31:00+00:00,2020-08-13 08:01:00+00:00,2020-08-13,8,Thursday,13,27,187,Other,581132571784028
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #non,3448834791156880,2020-08-12 22:41 +0000,644.0,2.0,0.00310559,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-12 22:41:00+00:00,2020-08-13 04:11:00+00:00,2020-08-13,4,Thursday,13,18,133,Other,3448834791156880,2020-08-12 22:41:00+00:00,2020-08-13 04:11:00+00:00,2020-08-13,4,Thursday,13,18,133,Other,3448834791156880
morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus #quam,1831075810205870,2020-08-12 19:18 +0000,221.0,3.0,0.013574661,0.0,0,1.0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-12 19:18:00+00:00,2020-08-13 00:48:00+00:00,2020-08-13,0,Thursday,13,27,163,Other,1831075810205870,2020-08-12 19:18:00+00:00,2020-08-13 00:48:00+00:00,2020-08-13,0,Thursday,13,27,163,Other,1831075810205870
bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #pede,8054321929694500,2020-08-12 19:18 +0000,253.0,1.0,0.003952569,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-12 19:18:00+00:00,2020-08-13 00:48:00+00:00,2020-08-13,0,Thursday,13,33,195,Other,8054321929694500,2020-08-12 19:18:00+00:00,2020-08-13 00:48:00+00:00,2020-08-13,0,Thursday,13,33,195,Other,8054321929694500
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #tortor,7963850683734200,2020-08-12 13:44 +0000,349.0,4.0,0.011461318,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-08-12 13:44:00+00:00,2020-08-12 19:14:00+00:00,2020-08-12,19,Wednesday,12,27,172,Other,7963850683734200,2020-08-12 13:44:00+00:00,2020-08-12 19:14:00+00:00,2020-08-12,19,Wednesday,12,27,172,Other,7963850683734200
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #nisl,4167634802901400,2020-08-12 13:38 +0000,1565.0,50.0,0.031948882,0.0,3,6.0,2.0,0,0,17,0,0,0,0,0,0,250.0,22.0,2020-08-12 13:38:00+00:00,2020-08-12 19:08:00+00:00,2020-08-12,19,Wednesday,12,21,122,Media,4167634802901400,2020-08-12 13:38:00+00:00,2020-08-12 19:08:00+00:00,2020-08-12,19,Wednesday,12,21,122,Media,4167634802901400
velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #erat,2911436337474530,2020-08-11 21:17 +0000,390.0,10.0,0.025641026,0.0,0,3.0,0.0,0,0,5,0,0,0,0,0,0,37.0,2.0,2020-08-11 21:17:00+00:00,2020-08-12 02:47:00+00:00,2020-08-12,2,Wednesday,12,28,182,Media,2911436337474530,2020-08-11 21:17:00+00:00,2020-08-12 02:47:00+00:00,2020-08-12,2,Wednesday,12,28,182,Media,2911436337474530
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #risus,8789340741682560,2020-08-11 12:27 +0000,1669.0,71.0,0.042540443,5.0,0,13.0,2.0,23,1,27,0,0,0,0,0,0,0.0,0.0,2020-08-11 12:27:00+00:00,2020-08-11 17:57:00+00:00,2020-08-11,17,Tuesday,11,33,194,Links,8789340741682560,2020-08-11 12:27:00+00:00,2020-08-11 17:57:00+00:00,2020-08-11,17,Tuesday,11,33,194,Links,8789340741682560
sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices #nunc,2845568647840440,2020-08-11 12:22 +0000,574.0,12.0,0.020905923,0.0,0,6.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0.0,2020-08-11 12:22:00+00:00,2020-08-11 17:52:00+00:00,2020-08-11,17,Tuesday,11,30,198,Other,2845568647840440,2020-08-11 12:22:00+00:00,2020-08-11 17:52:00+00:00,2020-08-11,17,Tuesday,11,30,198,Other,2845568647840440
at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut #id,4959589023508360,2020-08-11 00:35 +0000,173.0,2.0,0.011560694,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-11 00:35:00+00:00,2020-08-11 06:05:00+00:00,2020-08-11,6,Tuesday,11,21,134,Other,4959589023508360,2020-08-11 00:35:00+00:00,2020-08-11 06:05:00+00:00,2020-08-11,6,Tuesday,11,21,134,Other,4959589023508360
sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #at,7099946822348780,2020-08-11 00:28 +0000,74.0,3.0,0.040540541,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-11 00:28:00+00:00,2020-08-11 05:58:00+00:00,2020-08-11,5,Tuesday,11,20,109,Other,7099946822348780,2020-08-11 00:28:00+00:00,2020-08-11 05:58:00+00:00,2020-08-11,5,Tuesday,11,20,109,Other,7099946822348780
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa #orci,1590771950275880,2020-08-11 00:21 +0000,142.0,4.0,0.028169014,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-11 00:21:00+00:00,2020-08-11 05:51:00+00:00,2020-08-11,5,Tuesday,11,28,191,Other,1590771950275880,2020-08-11 00:21:00+00:00,2020-08-11 05:51:00+00:00,2020-08-11,5,Tuesday,11,28,191,Other,1590771950275880
dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #luctus,4789145324374680,2020-08-10 21:56 +0000,155.0,1.0,0.006451613,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-10 21:56:00+00:00,2020-08-11 03:26:00+00:00,2020-08-11,3,Tuesday,11,18,102,Other,4789145324374680,2020-08-10 21:56:00+00:00,2020-08-11 03:26:00+00:00,2020-08-11,3,Tuesday,11,18,102,Other,4789145324374680
orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at #lacinia,725236126929250,2020-08-10 19:22 +0000,452.0,5.0,0.011061947,0.0,1,1.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-10 19:22:00+00:00,2020-08-11 00:52:00+00:00,2020-08-11,0,Tuesday,11,19,131,Other,725236126929250,2020-08-10 19:22:00+00:00,2020-08-11 00:52:00+00:00,2020-08-11,0,Tuesday,11,19,131,Other,725236126929250
fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus #in,7759146716209570,2020-08-10 17:42 +0000,689.0,1.0,0.001451379,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-10 17:42:00+00:00,2020-08-10 23:12:00+00:00,2020-08-10,23,Monday,10,23,151,Other,7759146716209570,2020-08-10 17:42:00+00:00,2020-08-10 23:12:00+00:00,2020-08-10,23,Monday,10,23,151,Other,7759146716209570
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #aliquet,2765125273716970,2020-08-10 16:03 +0000,52.0,1.0,0.019230769,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-10 16:03:00+00:00,2020-08-10 21:33:00+00:00,2020-08-10,21,Monday,10,32,220,Other,2765125273716970,2020-08-10 16:03:00+00:00,2020-08-10 21:33:00+00:00,2020-08-10,21,Monday,10,32,220,Other,2765125273716970
convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum #placerat,4203857143504300,2020-08-10 15:29 +0000,180.0,2.0,0.011111111,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-10 15:29:00+00:00,2020-08-10 20:59:00+00:00,2020-08-10,20,Monday,10,20,141,Other,4203857143504300,2020-08-10 15:29:00+00:00,2020-08-10 20:59:00+00:00,2020-08-10,20,Monday,10,20,141,Other,4203857143504300
potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut #aenean,4794600584043400,2020-08-10 14:40 +0000,1160.0,91.0,0.078448276,0.0,0,8.0,3.0,3,1,11,0,0,0,0,0,0,65.0,65.0,2020-08-10 14:40:00+00:00,2020-08-10 20:10:00+00:00,2020-08-10,20,Monday,10,25,157,Media,4794600584043400,2020-08-10 14:40:00+00:00,2020-08-10 20:10:00+00:00,2020-08-10,20,Monday,10,25,157,Media,4794600584043400
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #rhoncus,8899542466643490,2020-08-10 13:39 +0000,898.0,64.0,0.071269488,0.0,4,9.0,0.0,0,0,11,0,0,0,0,0,0,40.0,40.0,2020-08-10 13:39:00+00:00,2020-08-10 19:09:00+00:00,2020-08-10,19,Monday,10,34,226,Media,8899542466643490,2020-08-10 13:39:00+00:00,2020-08-10 19:09:00+00:00,2020-08-10,19,Monday,10,34,226,Media,8899542466643490
amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #purus,3591744625394950,2020-08-10 13:39 +0000,3957.0,104.0,0.026282537,1.0,3,10.0,5.0,42,0,43,0,0,0,0,0,0,0.0,0.0,2020-08-10 13:39:00+00:00,2020-08-10 19:09:00+00:00,2020-08-10,19,Monday,10,24,138,Links,3591744625394950,2020-08-10 13:39:00+00:00,2020-08-10 19:09:00+00:00,2020-08-10,19,Monday,10,24,138,Links,3591744625394950
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit #eu,1370027157096450,2020-08-10 13:16 +0000,1090.0,38.0,0.034862385,4.0,0,7.0,0.0,5,2,11,0,0,0,0,0,0,9.0,9.0,2020-08-10 13:16:00+00:00,2020-08-10 18:46:00+00:00,2020-08-10,18,Monday,10,23,147,Media,1370027157096450,2020-08-10 13:16:00+00:00,2020-08-10 18:46:00+00:00,2020-08-10,18,Monday,10,23,147,Media,1370027157096450
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #dui,6230330776779520,2020-08-10 12:55 +0000,3746.0,399.0,0.106513615,1.0,8,45.0,9.0,0,2,53,0,0,0,0,0,0,281.0,281.0,2020-08-10 12:55:00+00:00,2020-08-10 18:25:00+00:00,2020-08-10,18,Monday,10,30,210,Media,6230330776779520,2020-08-10 12:55:00+00:00,2020-08-10 18:25:00+00:00,2020-08-10,18,Monday,10,30,210,Media,6230330776779520
diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi #convallis,1183983629492790,2020-08-09 18:37 +0000,509.0,95.0,0.186640472,0.0,1,6.0,2.0,2,0,12,0,0,0,0,0,0,72.0,72.0,2020-08-09 18:37:00+00:00,2020-08-10 00:07:00+00:00,2020-08-10,0,Monday,10,20,136,Media,1183983629492790,2020-08-09 18:37:00+00:00,2020-08-10 00:07:00+00:00,2020-08-10,0,Monday,10,20,136,Media,1183983629492790
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #nulla,3610284223031230,2020-08-08 13:43 +0000,44.0,4.0,0.090909091,0.0,1,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-08-08 13:43:00+00:00,2020-08-08 19:13:00+00:00,2020-08-08,19,Saturday,8,19,129,Other,3610284223031230,2020-08-08 13:43:00+00:00,2020-08-08 19:13:00+00:00,2020-08-08,19,Saturday,8,19,129,Other,3610284223031230
dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #porta,8202018743112650,2020-08-07 17:34 +0000,36.0,3.0,0.083333333,0.0,0,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-07 17:34:00+00:00,2020-08-07 23:04:00+00:00,2020-08-07,23,Friday,7,27,160,Other,8202018743112650,2020-08-07 17:34:00+00:00,2020-08-07 23:04:00+00:00,2020-08-07,23,Friday,7,27,160,Other,8202018743112650
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #porttitor,4810998795840960,2020-08-07 16:14 +0000,16.0,1.0,0.0625,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,4.0,0.0,2020-08-07 16:14:00+00:00,2020-08-07 21:44:00+00:00,2020-08-07,21,Friday,7,29,190,Media,4810998795840960,2020-08-07 16:14:00+00:00,2020-08-07 21:44:00+00:00,2020-08-07,21,Friday,7,29,190,Media,4810998795840960
metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales #platea,68598136042379,2020-08-07 12:59 +0000,66.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-07 12:59:00+00:00,2020-08-07 18:29:00+00:00,2020-08-07,18,Friday,7,24,150,Other,68598136042379,2020-08-07 12:59:00+00:00,2020-08-07 18:29:00+00:00,2020-08-07,18,Friday,7,24,150,Other,68598136042379
ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit #velit,6430745353270840,2020-08-07 12:47 +0000,2166.0,122.0,0.056325023,0.0,5,6.0,3.0,19,0,13,0,0,0,0,0,0,76.0,76.0,2020-08-07 12:47:00+00:00,2020-08-07 18:17:00+00:00,2020-08-07,18,Friday,7,27,163,Media,6430745353270840,2020-08-07 12:47:00+00:00,2020-08-07 18:17:00+00:00,2020-08-07,18,Friday,7,27,163,Media,6430745353270840
quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque #vel,711910588553927,2020-08-07 01:09 +0000,162.0,3.0,0.018518519,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-07 01:09:00+00:00,2020-08-07 06:39:00+00:00,2020-08-07,6,Friday,7,18,114,Other,711910588553927,2020-08-07 01:09:00+00:00,2020-08-07 06:39:00+00:00,2020-08-07,6,Friday,7,18,114,Other,711910588553927
habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #in,9723167964455880,2020-08-06 20:01 +0000,521.0,26.0,0.049904031,1.0,0,5.0,0.0,1,0,2,0,0,0,0,0,0,224.0,17.0,2020-08-06 20:01:00+00:00,2020-08-07 01:31:00+00:00,2020-08-07,1,Friday,7,29,201,Media,9723167964455880,2020-08-06 20:01:00+00:00,2020-08-07 01:31:00+00:00,2020-08-07,1,Friday,7,29,201,Media,9723167964455880
nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #ac,7446157540313510,2020-08-06 19:59 +0000,208.0,9.0,0.043269231,0.0,1,3.0,2.0,0,0,2,0,0,0,0,0,0,51.0,1.0,2020-08-06 19:59:00+00:00,2020-08-07 01:29:00+00:00,2020-08-07,1,Friday,7,32,181,Media,7446157540313510,2020-08-06 19:59:00+00:00,2020-08-07 01:29:00+00:00,2020-08-07,1,Friday,7,32,181,Media,7446157540313510
et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit #accumsan,2756635573838450,2020-08-06 18:20 +0000,408.0,8.0,0.019607843,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,133.0,3.0,2020-08-06 18:20:00+00:00,2020-08-06 23:50:00+00:00,2020-08-06,23,Thursday,6,17,124,Media,2756635573838450,2020-08-06 18:20:00+00:00,2020-08-06 23:50:00+00:00,2020-08-06,23,Thursday,6,17,124,Media,2756635573838450
tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla #ligula,1641359877338190,2020-08-06 15:52 +0000,57.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:52:00+00:00,2020-08-06 21:22:00+00:00,2020-08-06,21,Thursday,6,36,221,Other,1641359877338190,2020-08-06 15:52:00+00:00,2020-08-06 21:22:00+00:00,2020-08-06,21,Thursday,6,36,221,Other,1641359877338190
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer #eget,9441491563687300,2020-08-06 15:47 +0000,406.0,5.0,0.012315271,0.0,3,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:47:00+00:00,2020-08-06 21:17:00+00:00,2020-08-06,21,Thursday,6,34,224,Other,9441491563687300,2020-08-06 15:47:00+00:00,2020-08-06 21:17:00+00:00,2020-08-06,21,Thursday,6,34,224,Other,9441491563687300
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in #pulvinar,5948878890282700,2020-08-06 15:46 +0000,826.0,8.0,0.00968523,0.0,0,4.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:46:00+00:00,2020-08-06 21:16:00+00:00,2020-08-06,21,Thursday,6,25,149,Other,5948878890282700,2020-08-06 15:46:00+00:00,2020-08-06 21:16:00+00:00,2020-08-06,21,Thursday,6,25,149,Other,5948878890282700
varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend #eget,1703059666881610,2020-08-06 15:37 +0000,71.0,1.0,0.014084507,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:37:00+00:00,2020-08-06 21:07:00+00:00,2020-08-06,21,Thursday,6,34,225,Other,1703059666881610,2020-08-06 15:37:00+00:00,2020-08-06 21:07:00+00:00,2020-08-06,21,Thursday,6,34,225,Other,1703059666881610
pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #ultrices,6850083699642270,2020-08-06 15:35 +0000,67.0,2.0,0.029850746,0.0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:35:00+00:00,2020-08-06 21:05:00+00:00,2020-08-06,21,Thursday,6,34,216,Other,6850083699642270,2020-08-06 15:35:00+00:00,2020-08-06 21:05:00+00:00,2020-08-06,21,Thursday,6,34,216,Other,6850083699642270
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #cursus,9672612049357340,2020-08-06 15:33 +0000,101.0,5.0,0.04950495,0.0,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:33:00+00:00,2020-08-06 21:03:00+00:00,2020-08-06,21,Thursday,6,30,194,Other,9672612049357340,2020-08-06 15:33:00+00:00,2020-08-06 21:03:00+00:00,2020-08-06,21,Thursday,6,30,194,Other,9672612049357340
ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #pharetra,7242276156384200,2020-08-06 15:30 +0000,37.0,5.0,0.135135135,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:30:00+00:00,2020-08-06 21:00:00+00:00,2020-08-06,21,Thursday,6,22,132,Other,7242276156384200,2020-08-06 15:30:00+00:00,2020-08-06 21:00:00+00:00,2020-08-06,21,Thursday,6,22,132,Other,7242276156384200
non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque #dictumst,7869150477529870,2020-08-06 15:26 +0000,83.0,2.0,0.024096386,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-08-06 15:26:00+00:00,2020-08-06 20:56:00+00:00,2020-08-06,20,Thursday,6,19,131,Other,7869150477529870,2020-08-06 15:26:00+00:00,2020-08-06 20:56:00+00:00,2020-08-06,20,Thursday,6,19,131,Other,7869150477529870
